"type","office","office_code","origin","technology_original","technology_number","technology","year","count"
"Region","Oceania","R6","Non-Resident","33 - Furniture, games",33,"Furniture, games","2006",252
"Region","Oceania","R6","Non-Resident","34 - Other consumer goods",34,"Other consumer goods","2006",205
"Region","Oceania","R6","Non-Resident","35 - Civil engineering",35,"Civil engineering","2006",413
"Region","Africa","R1","Resident","0 - Unknown",0,"Unknown","2007",257
"Region","Africa","R1","Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","2007",4
"Region","Africa","R1","Resident","2 - Audio-visual technology",2,"Audio-visual technology","2007",1
"Region","Africa","R1","Resident","3 - Telecommunications",3,"Telecommunications","2007",2
"Region","Africa","R1","Resident","4 - Digital communication",4,"Digital communication","2007",1
"Region","Africa","R1","Resident","5 - Basic communication processes",5,"Basic communication processes","2007",1
"Region","Africa","R1","Resident","6 - Computer technology",6,"Computer technology","2007",3
"Region","Africa","R1","Resident","8 - Semiconductors",8,"Semiconductors","2007",1
"Region","Africa","R1","Resident","9 - Optics",9,"Optics","2007",2
"Region","Africa","R1","Resident","10 - Measurement",10,"Measurement","2007",8
"Region","Africa","R1","Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","2007",2
"Region","Africa","R1","Resident","12 - Control",12,"Control","2007",2
"Region","Africa","R1","Resident","13 - Medical technology",13,"Medical technology","2007",4
"Region","Africa","R1","Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","2007",4
"Region","Africa","R1","Resident","15 - Biotechnology",15,"Biotechnology","2007",1
"Region","Africa","R1","Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","2007",6
"Region","Africa","R1","Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","2007",2
"Region","Africa","R1","Resident","18 - Food chemistry",18,"Food chemistry","2007",3
"Region","Africa","R1","Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","2007",9
"Region","Africa","R1","Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","2007",5
"Region","Africa","R1","Resident","21 - Surface technology, coating",21,"Surface technology, coating","2007",1
"Region","Africa","R1","Resident","23 - Chemical engineering",23,"Chemical engineering","2007",5
"Region","Africa","R1","Resident","24 - Environmental technology",24,"Environmental technology","2007",4
"Region","Africa","R1","Resident","25 - Handling",25,"Handling","2007",2
"Region","Africa","R1","Resident","26 - Machine tools",26,"Machine tools","2007",1
"Region","Africa","R1","Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","2007",4
"Region","Africa","R1","Resident","28 - Textile and paper machines",28,"Textile and paper machines","2007",1
"Region","Africa","R1","Resident","29 - Other special machines",29,"Other special machines","2007",9
"Region","Africa","R1","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","2007",1
"Region","Africa","R1","Resident","31 - Mechanical elements",31,"Mechanical elements","2007",4
"Region","Africa","R1","Resident","32 - Transport",32,"Transport","2007",2
"Region","Africa","R1","Resident","33 - Furniture, games",33,"Furniture, games","2007",1
"Region","Africa","R1","Resident","34 - Other consumer goods",34,"Other consumer goods","2007",1
"Region","Africa","R1","Resident","35 - Civil engineering",35,"Civil engineering","2007",8
"Region","Africa","R1","Non-Resident","0 - Unknown",0,"Unknown","2007",1738
"Region","Africa","R1","Non-Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","2007",64
"Region","Africa","R1","Non-Resident","2 - Audio-visual technology",2,"Audio-visual technology","2007",57
"Region","Africa","R1","Non-Resident","3 - Telecommunications",3,"Telecommunications","2007",39
"Region","Africa","R1","Non-Resident","4 - Digital communication",4,"Digital communication","2007",80
"Region","Africa","R1","Non-Resident","5 - Basic communication processes",5,"Basic communication processes","2007",5
"Region","Africa","R1","Non-Resident","6 - Computer technology",6,"Computer technology","2007",79
"Region","Africa","R1","Non-Resident","7 - IT methods for management",7,"IT methods for management","2007",37
"Region","Africa","R1","Non-Resident","8 - Semiconductors",8,"Semiconductors","2007",8
"Region","Africa","R1","Non-Resident","9 - Optics",9,"Optics","2007",21
"Region","Africa","R1","Non-Resident","10 - Measurement",10,"Measurement","2007",73
"Region","Africa","R1","Non-Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","2007",32
"Region","Africa","R1","Non-Resident","12 - Control",12,"Control","2007",47
"Region","Africa","R1","Non-Resident","13 - Medical technology",13,"Medical technology","2007",261
"Region","Africa","R1","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","2007",749
"Region","Africa","R1","Non-Resident","15 - Biotechnology",15,"Biotechnology","2007",241
"Region","Africa","R1","Non-Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","2007",812
"Region","Africa","R1","Non-Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","2007",78
"Region","Africa","R1","Non-Resident","18 - Food chemistry",18,"Food chemistry","2007",136
"Region","Africa","R1","Non-Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","2007",356
"Region","Africa","R1","Non-Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","2007",123
"Region","Africa","R1","Non-Resident","21 - Surface technology, coating",21,"Surface technology, coating","2007",65
"Region","Africa","R1","Non-Resident","23 - Chemical engineering",23,"Chemical engineering","2007",159
"Region","Africa","R1","Non-Resident","24 - Environmental technology",24,"Environmental technology","2007",64
"Region","Africa","R1","Non-Resident","25 - Handling",25,"Handling","2007",136
"Region","Africa","R1","Non-Resident","26 - Machine tools",26,"Machine tools","2007",74
"Region","Africa","R1","Non-Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","2007",63
"Region","Africa","R1","Non-Resident","28 - Textile and paper machines",28,"Textile and paper machines","2007",68
"Region","Africa","R1","Non-Resident","29 - Other special machines",29,"Other special machines","2007",155
"Region","Africa","R1","Non-Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","2007",56
"Region","Africa","R1","Non-Resident","31 - Mechanical elements",31,"Mechanical elements","2007",59
"Region","Africa","R1","Non-Resident","32 - Transport",32,"Transport","2007",72
"Region","Africa","R1","Non-Resident","33 - Furniture, games",33,"Furniture, games","2007",67
"Region","Africa","R1","Non-Resident","34 - Other consumer goods",34,"Other consumer goods","2007",75
"Region","Africa","R1","Non-Resident","35 - Civil engineering",35,"Civil engineering","2007",129
"Region","Asia","R2","Resident","0 - Unknown",0,"Unknown","2007",270
"Region","Asia","R2","Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","2007",19099
"Region","Asia","R2","Resident","2 - Audio-visual technology",2,"Audio-visual technology","2007",18064
"Region","Asia","R2","Resident","3 - Telecommunications",3,"Telecommunications","2007",13938
"Region","Asia","R2","Resident","4 - Digital communication",4,"Digital communication","2007",6484
"Region","Asia","R2","Resident","5 - Basic communication processes",5,"Basic communication processes","2007",2453
"Region","Asia","R2","Resident","6 - Computer technology",6,"Computer technology","2007",13872
"Region","Asia","R2","Resident","7 - IT methods for management",7,"IT methods for management","2007",1877
"Region","Asia","R2","Resident","8 - Semiconductors",8,"Semiconductors","2007",15670
"Region","Asia","R2","Resident","9 - Optics",9,"Optics","2007",14032
"Region","Asia","R2","Resident","10 - Measurement",10,"Measurement","2007",8648
"Region","Asia","R2","Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","2007",778
"Region","Asia","R2","Resident","12 - Control",12,"Control","2007",3792
"Region","Asia","R2","Resident","13 - Medical technology",13,"Medical technology","2007",4298
"Region","Asia","R2","Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","2007",4178
"Region","Asia","R2","Resident","15 - Biotechnology",15,"Biotechnology","2007",2651
"Region","Asia","R2","Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","2007",4687
"Region","Asia","R2","Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","2007",4843
"Region","Asia","R2","Resident","18 - Food chemistry",18,"Food chemistry","2007",3437
"Region","Asia","R2","Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","2007",5590
"Region","Asia","R2","Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","2007",7096
"Region","Asia","R2","Resident","21 - Surface technology, coating",21,"Surface technology, coating","2007",4564
"Region","Asia","R2","Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","2007",396
"Region","Asia","R2","Resident","23 - Chemical engineering",23,"Chemical engineering","2007",5035
"Region","Asia","R2","Resident","24 - Environmental technology",24,"Environmental technology","2007",5124
"Region","Asia","R2","Resident","25 - Handling",25,"Handling","2007",6552
"Region","Asia","R2","Resident","26 - Machine tools",26,"Machine tools","2007",6011
"Region","Asia","R2","Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","2007",6934
"Region","Asia","R2","Resident","28 - Textile and paper machines",28,"Textile and paper machines","2007",5685
"Region","Asia","R2","Resident","29 - Other special machines",29,"Other special machines","2007",7560
"Region","Asia","R2","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","2007",6412
"Region","Asia","R2","Resident","31 - Mechanical elements",31,"Mechanical elements","2007",6130
"Region","Asia","R2","Resident","32 - Transport",32,"Transport","2007",11147
"Region","Asia","R2","Resident","33 - Furniture, games",33,"Furniture, games","2007",5774
"Region","Asia","R2","Resident","34 - Other consumer goods",34,"Other consumer goods","2007",5552
"Region","Asia","R2","Resident","35 - Civil engineering",35,"Civil engineering","2007",12227
"Region","Asia","R2","Non-Resident","0 - Unknown",0,"Unknown","2007",392
"Region","Asia","R2","Non-Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","2007",7654
"Region","Asia","R2","Non-Resident","2 - Audio-visual technology",2,"Audio-visual technology","2007",7993
"Region","Asia","R2","Non-Resident","3 - Telecommunications",3,"Telecommunications","2007",4469
"Region","Asia","R2","Non-Resident","4 - Digital communication",4,"Digital communication","2007",3314
"Region","Asia","R2","Non-Resident","5 - Basic communication processes",5,"Basic communication processes","2007",1598
"Region","Asia","R2","Non-Resident","6 - Computer technology",6,"Computer technology","2007",7095
"Region","Asia","R2","Non-Resident","7 - IT methods for management",7,"IT methods for management","2007",504
"Region","Asia","R2","Non-Resident","8 - Semiconductors",8,"Semiconductors","2007",7239
"Region","Asia","R2","Non-Resident","9 - Optics",9,"Optics","2007",5345
"Region","Asia","R2","Non-Resident","10 - Measurement",10,"Measurement","2007",3225
"Region","Asia","R2","Non-Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","2007",458
"Region","Asia","R2","Non-Resident","12 - Control",12,"Control","2007",1193
"Region","Asia","R2","Non-Resident","13 - Medical technology",13,"Medical technology","2007",3277
"Region","Asia","R2","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","2007",4588
"Region","Asia","R2","Non-Resident","15 - Biotechnology",15,"Biotechnology","2007",1552
"Region","Asia","R2","Non-Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","2007",3218
"Region","Asia","R2","Non-Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","2007",3042
"Region","Asia","R2","Non-Resident","18 - Food chemistry",18,"Food chemistry","2007",894
"Region","Asia","R2","Non-Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","2007",3235
"Region","Asia","R2","Non-Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","2007",2527
"Region","Asia","R2","Non-Resident","21 - Surface technology, coating",21,"Surface technology, coating","2007",2480
"Region","Asia","R2","Non-Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","2007",141
"Region","Asia","R2","Non-Resident","23 - Chemical engineering",23,"Chemical engineering","2007",2718
"Region","Asia","R2","Non-Resident","24 - Environmental technology",24,"Environmental technology","2007",1404
"Region","Asia","R2","Non-Resident","25 - Handling",25,"Handling","2007",2887
"Region","Asia","R2","Non-Resident","26 - Machine tools",26,"Machine tools","2007",2544
"Region","Asia","R2","Non-Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","2007",2969
"Region","Asia","R2","Non-Resident","28 - Textile and paper machines",28,"Textile and paper machines","2007",3033
"Region","Asia","R2","Non-Resident","29 - Other special machines",29,"Other special machines","2007",3214
"Region","Asia","R2","Non-Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","2007",1796
"Region","Asia","R2","Non-Resident","31 - Mechanical elements",31,"Mechanical elements","2007",2605
"Region","Asia","R2","Non-Resident","32 - Transport",32,"Transport","2007",3172
"Region","Asia","R2","Non-Resident","33 - Furniture, games",33,"Furniture, games","2007",2747
"Region","Asia","R2","Non-Resident","34 - Other consumer goods",34,"Other consumer goods","2007",1969
"Region","Asia","R2","Non-Resident","35 - Civil engineering",35,"Civil engineering","2007",3629
"Region","Europe","R3","Resident","0 - Unknown",0,"Unknown","2007",580
"Region","Europe","R3","Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","2007",4439
"Region","Europe","R3","Resident","2 - Audio-visual technology",2,"Audio-visual technology","2007",1543
"Region","Europe","R3","Resident","3 - Telecommunications",3,"Telecommunications","2007",2020
"Region","Europe","R3","Resident","4 - Digital communication",4,"Digital communication","2007",1868
"Region","Europe","R3","Resident","5 - Basic communication processes",5,"Basic communication processes","2007",771
"Region","Europe","R3","Resident","6 - Computer technology",6,"Computer technology","2007",2016
"Region","Europe","R3","Resident","7 - IT methods for management",7,"IT methods for management","2007",163
"Region","Europe","R3","Resident","8 - Semiconductors",8,"Semiconductors","2007",1312
"Region","Europe","R3","Resident","9 - Optics",9,"Optics","2007",1214
"Region","Europe","R3","Resident","10 - Measurement",10,"Measurement","2007",4989
"Region","Europe","R3","Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","2007",820
"Region","Europe","R3","Resident","12 - Control",12,"Control","2007",1532
"Region","Europe","R3","Resident","13 - Medical technology",13,"Medical technology","2007",4606
"Region","Europe","R3","Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","2007",2348
"Region","Europe","R3","Resident","15 - Biotechnology",15,"Biotechnology","2007",1244
"Region","Europe","R3","Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","2007",2471
"Region","Europe","R3","Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","2007",979
"Region","Europe","R3","Resident","18 - Food chemistry",18,"Food chemistry","2007",2498
"Region","Europe","R3","Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","2007",1878
"Region","Europe","R3","Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","2007",2584
"Region","Europe","R3","Resident","21 - Surface technology, coating",21,"Surface technology, coating","2007",1222
"Region","Europe","R3","Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","2007",122
"Region","Europe","R3","Resident","23 - Chemical engineering",23,"Chemical engineering","2007",2589
"Region","Europe","R3","Resident","24 - Environmental technology",24,"Environmental technology","2007",1603
"Region","Europe","R3","Resident","25 - Handling",25,"Handling","2007",3429
"Region","Europe","R3","Resident","26 - Machine tools",26,"Machine tools","2007",3359
"Region","Europe","R3","Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","2007",3557
"Region","Europe","R3","Resident","28 - Textile and paper machines",28,"Textile and paper machines","2007",1707
"Region","Europe","R3","Resident","29 - Other special machines",29,"Other special machines","2007",4437
"Region","Europe","R3","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","2007",1691
"Region","Europe","R3","Resident","31 - Mechanical elements",31,"Mechanical elements","2007",3994
"Region","Europe","R3","Resident","32 - Transport",32,"Transport","2007",6986
"Region","Europe","R3","Resident","33 - Furniture, games",33,"Furniture, games","2007",2113
"Region","Europe","R3","Resident","34 - Other consumer goods",34,"Other consumer goods","2007",1999
"Region","Europe","R3","Resident","35 - Civil engineering",35,"Civil engineering","2007",5404
"Region","Europe","R3","Non-Resident","0 - Unknown",0,"Unknown","2007",73
"Region","Europe","R3","Non-Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","2007",3010
"Region","Europe","R3","Non-Resident","2 - Audio-visual technology",2,"Audio-visual technology","2007",1851
"Region","Europe","R3","Non-Resident","3 - Telecommunications",3,"Telecommunications","2007",2047
"Region","Europe","R3","Non-Resident","4 - Digital communication",4,"Digital communication","2007",2109
"Region","Europe","R3","Non-Resident","5 - Basic communication processes",5,"Basic communication processes","2007",635
"Region","Europe","R3","Non-Resident","6 - Computer technology",6,"Computer technology","2007",2346
"Region","Europe","R3","Non-Resident","7 - IT methods for management",7,"IT methods for management","2007",135
"Region","Europe","R3","Non-Resident","8 - Semiconductors",8,"Semiconductors","2007",1199
"Region","Europe","R3","Non-Resident","9 - Optics",9,"Optics","2007",1601
"Region","Europe","R3","Non-Resident","10 - Measurement",10,"Measurement","2007",2146
"Region","Europe","R3","Non-Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","2007",443
"Region","Europe","R3","Non-Resident","12 - Control",12,"Control","2007",835
"Region","Europe","R3","Non-Resident","13 - Medical technology",13,"Medical technology","2007",2575
"Region","Europe","R3","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","2007",2594
"Region","Europe","R3","Non-Resident","15 - Biotechnology",15,"Biotechnology","2007",1307
"Region","Europe","R3","Non-Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","2007",3342
"Region","Europe","R3","Non-Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","2007",1122
"Region","Europe","R3","Non-Resident","18 - Food chemistry",18,"Food chemistry","2007",595
"Region","Europe","R3","Non-Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","2007",1576
"Region","Europe","R3","Non-Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","2007",1239
"Region","Europe","R3","Non-Resident","21 - Surface technology, coating",21,"Surface technology, coating","2007",836
"Region","Europe","R3","Non-Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","2007",71
"Region","Europe","R3","Non-Resident","23 - Chemical engineering",23,"Chemical engineering","2007",1401
"Region","Europe","R3","Non-Resident","24 - Environmental technology",24,"Environmental technology","2007",655
"Region","Europe","R3","Non-Resident","25 - Handling",25,"Handling","2007",1489
"Region","Europe","R3","Non-Resident","26 - Machine tools",26,"Machine tools","2007",1546
"Region","Europe","R3","Non-Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","2007",1969
"Region","Europe","R3","Non-Resident","28 - Textile and paper machines",28,"Textile and paper machines","2007",1653
"Region","Europe","R3","Non-Resident","29 - Other special machines",29,"Other special machines","2007",1785
"Region","Europe","R3","Non-Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","2007",709
"Region","Europe","R3","Non-Resident","31 - Mechanical elements",31,"Mechanical elements","2007",2108
"Region","Europe","R3","Non-Resident","32 - Transport",32,"Transport","2007",2929
"Region","Europe","R3","Non-Resident","33 - Furniture, games",33,"Furniture, games","2007",1012
"Region","Europe","R3","Non-Resident","34 - Other consumer goods",34,"Other consumer goods","2007",907
"Region","Europe","R3","Non-Resident","35 - Civil engineering",35,"Civil engineering","2007",1926
"Region","Latin America and the Caribbean","R4","Resident","0 - Unknown",0,"Unknown","2007",6
"Region","Latin America and the Caribbean","R4","Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","2007",2
"Region","Latin America and the Caribbean","R4","Resident","2 - Audio-visual technology",2,"Audio-visual technology","2007",3
"Region","Latin America and the Caribbean","R4","Resident","6 - Computer technology",6,"Computer technology","2007",3
"Region","Latin America and the Caribbean","R4","Resident","9 - Optics",9,"Optics","2007",1
"Region","Latin America and the Caribbean","R4","Resident","12 - Control",12,"Control","2007",1
"Region","Latin America and the Caribbean","R4","Resident","13 - Medical technology",13,"Medical technology","2007",4
"Region","Latin America and the Caribbean","R4","Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","2007",1
"Region","Latin America and the Caribbean","R4","Resident","15 - Biotechnology",15,"Biotechnology","2007",1
"Region","Latin America and the Caribbean","R4","Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","2007",1
"Region","Latin America and the Caribbean","R4","Resident","18 - Food chemistry",18,"Food chemistry","2007",1
"Region","Latin America and the Caribbean","R4","Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","2007",3
"Region","Latin America and the Caribbean","R4","Resident","23 - Chemical engineering",23,"Chemical engineering","2007",3
"Region","Latin America and the Caribbean","R4","Resident","24 - Environmental technology",24,"Environmental technology","2007",2
"Region","Latin America and the Caribbean","R4","Resident","25 - Handling",25,"Handling","2007",5
"Region","Latin America and the Caribbean","R4","Resident","26 - Machine tools",26,"Machine tools","2007",3
"Region","Latin America and the Caribbean","R4","Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","2007",2
"Region","Latin America and the Caribbean","R4","Resident","28 - Textile and paper machines",28,"Textile and paper machines","2007",1
"Region","Latin America and the Caribbean","R4","Resident","29 - Other special machines",29,"Other special machines","2007",6
"Region","Latin America and the Caribbean","R4","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","2007",4
"Region","Latin America and the Caribbean","R4","Resident","31 - Mechanical elements",31,"Mechanical elements","2007",1
"Region","Latin America and the Caribbean","R4","Resident","32 - Transport",32,"Transport","2007",6
"Region","Latin America and the Caribbean","R4","Resident","33 - Furniture, games",33,"Furniture, games","2007",1
"Region","Latin America and the Caribbean","R4","Resident","34 - Other consumer goods",34,"Other consumer goods","2007",1
"Region","Latin America and the Caribbean","R4","Resident","35 - Civil engineering",35,"Civil engineering","2007",5
"Region","Latin America and the Caribbean","R4","Non-Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","2007",2
"Region","Latin America and the Caribbean","R4","Non-Resident","8 - Semiconductors",8,"Semiconductors","2007",1
"Region","Latin America and the Caribbean","R4","Non-Resident","10 - Measurement",10,"Measurement","2007",1
"Region","Latin America and the Caribbean","R4","Non-Resident","12 - Control",12,"Control","2007",1
"Region","Latin America and the Caribbean","R4","Non-Resident","13 - Medical technology",13,"Medical technology","2007",5
"Region","Latin America and the Caribbean","R4","Non-Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","2007",40
"Region","Latin America and the Caribbean","R4","Non-Resident","15 - Biotechnology",15,"Biotechnology","2007",5
"Region","Latin America and the Caribbean","R4","Non-Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","2007",22
"Region","Latin America and the Caribbean","R4","Non-Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","2007",10
"Region","Latin America and the Caribbean","R4","Non-Resident","18 - Food chemistry",18,"Food chemistry","2007",5
"Region","Latin America and the Caribbean","R4","Non-Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","2007",29
"Region","Latin America and the Caribbean","R4","Non-Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","2007",1
"Region","Latin America and the Caribbean","R4","Non-Resident","21 - Surface technology, coating",21,"Surface technology, coating","2007",3
"Region","Latin America and the Caribbean","R4","Non-Resident","23 - Chemical engineering",23,"Chemical engineering","2007",7
"Region","Latin America and the Caribbean","R4","Non-Resident","24 - Environmental technology",24,"Environmental technology","2007",3
"Region","Latin America and the Caribbean","R4","Non-Resident","25 - Handling",25,"Handling","2007",2
"Region","Latin America and the Caribbean","R4","Non-Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","2007",1
"Region","Latin America and the Caribbean","R4","Non-Resident","28 - Textile and paper machines",28,"Textile and paper machines","2007",9
"Region","Latin America and the Caribbean","R4","Non-Resident","29 - Other special machines",29,"Other special machines","2007",5
"Region","Latin America and the Caribbean","R4","Non-Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","2007",1
"Region","Latin America and the Caribbean","R4","Non-Resident","31 - Mechanical elements",31,"Mechanical elements","2007",4
"Region","Latin America and the Caribbean","R4","Non-Resident","32 - Transport",32,"Transport","2007",2
"Region","Latin America and the Caribbean","R4","Non-Resident","33 - Furniture, games",33,"Furniture, games","2007",1
"Region","Latin America and the Caribbean","R4","Non-Resident","35 - Civil engineering",35,"Civil engineering","2007",2
"Region","North America","R5","Resident","0 - Unknown",0,"Unknown","2007",186
"Region","North America","R5","Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","2007",4255
"Region","North America","R5","Resident","2 - Audio-visual technology",2,"Audio-visual technology","2007",3214
"Region","North America","R5","Resident","3 - Telecommunications",3,"Telecommunications","2007",4169
"Region","North America","R5","Resident","4 - Digital communication",4,"Digital communication","2007",3491
"Region","North America","R5","Resident","5 - Basic communication processes",5,"Basic communication processes","2007",2159
"Region","North America","R5","Resident","6 - Computer technology",6,"Computer technology","2007",12699
"Region","North America","R5","Resident","7 - IT methods for management",7,"IT methods for management","2007",998
"Region","North America","R5","Resident","8 - Semiconductors",8,"Semiconductors","2007",3818
"Region","North America","R5","Resident","9 - Optics",9,"Optics","2007",2780
"Region","North America","R5","Resident","10 - Measurement",10,"Measurement","2007",4856
"Region","North America","R5","Resident","11 - Analysis of biological materials",11,"Analysis of biological materials","2007",693
"Region","North America","R5","Resident","12 - Control",12,"Control","2007",1827
"Region","North America","R5","Resident","13 - Medical technology",13,"Medical technology","2007",4407
"Region","North America","R5","Resident","14 - Organic fine chemistry",14,"Organic fine chemistry","2007",2026
"Region","North America","R5","Resident","15 - Biotechnology",15,"Biotechnology","2007",2091
"Region","North America","R5","Resident","16 - Pharmaceuticals",16,"Pharmaceuticals","2007",2074
"Region","North America","R5","Resident","17 - Macromolecular chemistry, polymers",17,"Macromolecular chemistry, polymers","2007",888
"Region","North America","R5","Resident","18 - Food chemistry",18,"Food chemistry","2007",990
"Region","North America","R5","Resident","19 - Basic materials chemistry",19,"Basic materials chemistry","2007",1200
"Region","North America","R5","Resident","20 - Materials, metallurgy",20,"Materials, metallurgy","2007",661
"Region","North America","R5","Resident","21 - Surface technology, coating",21,"Surface technology, coating","2007",1295
"Region","North America","R5","Resident","22 - Micro-structural and nano-technology",22,"Micro-structural and nano-technology","2007",69
"Region","North America","R5","Resident","23 - Chemical engineering",23,"Chemical engineering","2007",1589
"Region","North America","R5","Resident","24 - Environmental technology",24,"Environmental technology","2007",830
"Region","North America","R5","Resident","25 - Handling",25,"Handling","2007",1833
"Region","North America","R5","Resident","26 - Machine tools",26,"Machine tools","2007",1799
"Region","North America","R5","Resident","27 - Engines, pumps, turbines",27,"Engines, pumps, turbines","2007",1646
"Region","North America","R5","Resident","28 - Textile and paper machines",28,"Textile and paper machines","2007",920
"Region","North America","R5","Resident","29 - Other special machines",29,"Other special machines","2007",2092
"Region","North America","R5","Resident","30 - Thermal processes and apparatus",30,"Thermal processes and apparatus","2007",630
"Region","North America","R5","Resident","31 - Mechanical elements",31,"Mechanical elements","2007",1655
"Region","North America","R5","Resident","32 - Transport",32,"Transport","2007",3042
"Region","North America","R5","Resident","33 - Furniture, games",33,"Furniture, games","2007",2553
"Region","North America","R5","Resident","34 - Other consumer goods",34,"Other consumer goods","2007",1535
"Region","North America","R5","Resident","35 - Civil engineering",35,"Civil engineering","2007",2456
"Region","North America","R5","Non-Resident","0 - Unknown",0,"Unknown","2007",37
"Region","North America","R5","Non-Resident","1 - Electrical machinery, apparatus, energy",1,"Electrical machinery, apparatus, energy","2007",6678
"Region","North America","R5","Non-Resident","2 - Audio-visual technology",2,"Audio-visual technology","2007",6677
"Region","North America","R5","Non-Resident","3 - Telecommunications",3,"Telecommunications","2007",4477
"Region","North America","R5","Non-Resident","4 - Digital communication",4,"Digital communication","2007",2859
"Region","North America","R5","Non-Resident","5 - Basic communication processes",5,"Basic communication processes","2007",2326
"Region","North America","R5","Non-Resident","6 - Computer technology",6,"Computer technology","2007",7782
"Region","North America","R5","Non-Resident","7 - IT methods for management",7,"IT methods for management","2007",367
"Region","North America","R5","Non-Resident","8 - Semiconductors",8,"Semiconductors","2007",6089
"Region","North America","R5","Non-Resident","9 - Optics",9,"Optics","2007",6155
